"id_dim_dechet","GROUPE DE DECHETS","SOUS-GROUPE DE DECHETS","DESCRIPTION PHYSIQUE","CATEGORIE","FAMILLE IN"
222,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Fûts plastiques de 120 litres F5","FMA-VC","F3-7-01"
223,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Fûts plastiques de 200 litres(146 F6)","FMA-VC","F3-7-01"
228,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets non conditionnés","Boues pompables ","FMA-VC","F3-7-01"
252,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets non conditionnés","Solutions de lessivage ","FMA-VC","F3-7-01"
254,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets non conditionnés","Sondes RIC ","FMA-VC","F3-2-05"
256,"Déchets de Moyenne Activité à Vie Longue entreposés en piscine",NA,"Crayons absorbants (AIC, Pyrex, Inox)(14 étuis)","MA-VL","F2-2-03"
257,"Déchets de Moyenne Activité à Vie Longue entreposés en piscine",NA,"Crayons sources(3 étuis)","AUTRES","S01"
258,"Déchets de Moyenne Activité à Vie Longue entreposés en piscine",NA,"Grappes (autres que source)(147 unités)","MA-VL","F2-2-03"
260,"Déchets de Moyenne Activité à Vie Longue entreposés en piscine",NA,"Pièces métalliques diverses(81 étuis)","MA-VL","F2-2-03"
261,"Déchets de Moyenne Activité à Vie Longue entreposés en piscine",NA,"Têtes de grappes (toutes)(8 étuis)","MA-VL","F2-2-03"
262,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Bigs-bags de 1,5 m3(4 BB1.5)","TFA","TFA"
263,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Caisson lhotelier LHOT","FMA-VC","F3-7-02"
264,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Casiers de 2,66 m3 CA2","TFA","TFA"
265,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Coques béton de 1,2 m3(21 C4)","FMA-VC","F3-2-05"
266,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Coques béton de 2 m3(14 C1)","FMA-VC","F3-2-05"
267,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Coques béton de 2 m3(5 C1)","FMA-VC","F3-2-03"
268,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Fûts métalliques de 200 litres(29 F1)","FMA-VC","F3-7-01"
269,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Fûts métalliques de 200 litres(48 F1)","FMA-VC","F3-01"
270,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Fûts métalliques de 200 litres(8 F1)","TFA","TFA"
271,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement","Fûts plastiques de 200 litres(62 F6)","FMA-VC","F3-7-01"
275,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets non conditionnés","Chambres RPN ","FMA-VC","F3-2-05"
276,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Déchets non conditionnés","Concentrats d'évaporation ","FMA-VC","F3-7-01"
301,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets conditionnés en attente d'expédition","Big-bags (1m3) - Déchets inertes(6 BB1)","TFA","TFA"
302,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets conditionnés en attente d'expédition","Big-bags (1m3) - Déchets non métalliques(5 BB1)","TFA","TFA"
303,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets conditionnés en attente d'expédition","Caissons métalliques (10m3)(1 CM10M3)","FMA-VC","F3-2-15"
304,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets conditionnés en attente d'expédition","Casiers (2,66 m3) - Déchets Métalliques(5 CA2)","TFA","TFA"
305,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets conditionnés en attente d'expédition","Fûts métalliques (200l) - Déchets compactables(33 F1)","FMA-VC","F3-01"
306,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets conditionnés en attente d'expédition","Fûts métalliques (200l) - Déchets non métalliques(22 F1)","TFA","TFA"
307,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets conditionnés en attente d'expédition","Fûts plastiques (200l) - Déchets incinérables(75 F6)","FMA-VC","F3-7-01"
308,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets conditionnés en attente d'expédition","Pièces métalliques monoblocs(1 sans receptacle)","TFA","TFA"
309,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés"," Filtres de ventilation ","FMA-VC","F3-2-15"
310,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés"," Métaux ferreux ","TFA","TFA"
311,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés"," Métaux non ferreux ","TFA","TFA"
312,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés"," Plastiques, caoutchouc ","FMA-VC","F3-01"
313,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés","Amiante ","TFA","TFA"
314,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés","Boues séchées ","TFA","TFA"
315,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés","Effluents liquides ","FMA-VC","F3-7-01"
316,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés","Filtres de ventilation ","TFA","TFA"
317,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés","Gravats ","TFA","TFA"
318,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés","Gravats historiques ","TFA","TFA"
319,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés","Huile ","AUTRES","DSF"
320,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés","Liquides organiques ","AUTRES","DSF"
321,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés","Métaux ferreux ","FMA-VC","F3-7-02"
322,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés","Métaux ferreux  ","FMA-VC","F3-2-15"
323,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés","Métaux non ferreux ","FMA-VC","F3-2-15"
324,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés","Pièges à iode, charbon actif ","TFA","TFA"
325,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés","Plastiques, caoutchouc ","FMA-VC","F3-7-01"
326,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés","Plastiques, caoutchouc  ","TFA","TFA"
327,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés","Résines actives ","FMA-VC","F3-2-03"
328,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte (FMA-VC ou TFA","Déchets non conditionnés ou préconditionnés","Résines échangeuses d'ions APG ","FMA-VC","F3-7-01"
329,"Déchets Moyenne Activité à Vie Longue (MA-VL)",NA,"Crayons sources(2 Etui)","AUTRES","S01"
330,"Benne cistre avec des déchets vrac (à traiter)",NA,"Déchets en vrac à reconditionner et à caractériser(412,5 m3 - 1 t - 33 unite)","TFA","TFA"
331,"Citerne/cuve à démmanteler",NA,"Déchets à découper et à caractériser(132,5 m3 - 1 t - 5 unite)","TFA","TFA"
332,"Colis primaire AXD1/AXX0 (fût de 200 litres DIB non compactable)",NA," pulvérulent et/ou déchets de faible granulométrie (CEA DAM)(6,14 m3 - 1 t - 33 unité)","TFA","TFA"
333,"Colis primaire AXD1/AXX0 (fût de 200 litres DIB non compactable)",NA," pulvérulent et/ou déchets de faible granulométrie (EDF)(7 m3 - 1 t - 35 unité)","TFA","TFA"
334,"Colis primaire AXD1/AXX0 (fût de 200 litres DIB non compactable)",NA," pulvérulent et/ou déchets de faible granulométrie (médical)(77,76 m3 - 1 t - 648 unité)","TFA","TFA"
335,"Colis primaire AXD1/AXX0 (fût de 200 litres DIB non compactable)",NA,"pulvérulent et/ou déchets de faible granulométrie (CEA)(85,52 m3 - 1 t - 424 unite)","TFA","TFA"
336,"Colis primaire AXJ2 (inerte et bois)",NA,"Inerte et bois (CEA DAM)(1 m3 - 1 t - 1 unité)","TFA","TFA"
337,"Colis primaire AXJ2 (inerte et bois)",NA,"Inerte et bois (CEA)(37,938 m3 - 1 t - 48 unite)","TFA","TFA"
338,"Colis primaire AXJ2 (inerte et bois)",NA,"Inerte et bois (EDF)(22,695 m3 - 1 t - 26 unité)","TFA","TFA"
339,"Colis primaire AXJ2 (inerte et bois)",NA,"Inerte et bois (industrie diverse)(14 m3 - 1 t - 16 unité)","TFA","TFA"
340,"Colis primaire AYC1 (DIB)",NA,"Métallique non compactable (CEA)(86,4 m3 - 1 t - 64 unite)","TFA","TFA"
341,"Colis primaire AYC1 (DIB)",NA,"Métallique non compactable (EDF)(80,46 m3 - 1 t - 61 unité)","TFA","TFA"
342,"Colis primaire AYC2 (métallique non compactable)",NA,"métallique non compactable (CEA)(49,86 m3 - 1 t - 18 unite)","TFA","TFA"
343,"Colis primaire AYC2 (métallique non compactable)",NA,"métallique non compactable (EDF)(2,77 m3 - 1 t - 1 unité)","TFA","TFA"
344,"Colis primaire AYC3 (DIB)",NA,"DIB non compactable (CEA DAM)(0,55 m3 - 1 t - 1 unité)","TFA","TFA"
345,"Colis primaire AYC3 (DIB)",NA,"DIB non compactable (CEA)(51,3 m3 - 1 t - 38 unite)","TFA","TFA"
346,"Colis primaire AYC3 (DIB)",NA,"DIB non compactable (EDF)(4,05 m3 - 1 t - 3 unité)","TFA","TFA"
347,"Colis primaire AYC3 (DIB)",NA,"DIB non compactable (industrie diverse)(1,35 m3 - 1 t - 1 unité)","TFA","TFA"
348,"Colis primaire AYC4 (métallique non compactable)",NA,"métallique non compactable(52,63 m3 - 1 t - 19 unite)","TFA","TFA"
349,"Colis primaire AZI2 (Déchets métalliques contaminés en labile)",NA,"métallique non compactable contaminé en labile (CEA)(362,168 m3 - 1 t - 68 unite)","TFA","TFA"
350,"Colis primaire AZI2 (Déchets métalliques contaminés en labile)",NA,"métallique non compactable contaminé en labile (industrie diverse)(5,326 m3 - 1 t - 1 unité)","TFA","TFA"
351,"Colis primaire Fût PEHD 120L",NA,"Colis primaire TPD1 (fût compactable)(4,4 m3 - 1 t - 22 unité)","TFA","TFA"
352,"Colis primaire Fût PEHD 120L",NA,"DIB à reconditionner et à caractériser unite","TFA","TFA"
353,"Colis primaire TBJ2 (compactable)",NA,"Technologique et fermentescible compactable (CEA)(77,875 m3 - 1 t - 89 unite)","TFA","TFA"
354,"Colis primaire TBJ2 (compactable)",NA,"Technologique et fermentescible compactable (EDF)(50,75 m3 - 1 t - 58 unité)","TFA","TFA"
355,"Colis primaire TBJ2 (compactable)",NA,"Technologique et fermentescible compactable (industrie diverse)(0,875 m3 - 1 t - 1 unité)","TFA","TFA"
356,"Colis primaire TPR1 (compactable)",NA," Métallique et filtre THE compactable (EDF)(2 m3 - 1 t - 1 unité)","TFA","TFA"
357,"Colis primaire TPR1 (compactable)",NA,"Métallique et filtre THE compactable (CEA)(34 m3 - 1 t - 17 unite)","TFA","TFA"
358,"Colis primaire TPR2 (compactable)",NA,"métallique et filtre THE compactable(36 m3 - 1 t - 6 unite)","TFA","TFA"
359,"Conteneurs IP2 avec des déchets à traiter",NA,"Déchets en vrac à reconditionner et à caractériser(217,438 m3 - 1 t - 32 unite)","TFA","TFA"
360,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Boues cimentées - Fûts métalliques (EDF)(0,205 m3 - 1 t )","FMA-VC","F3-2-16"
361,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de boues et concentrats cimentés - Coques en béton (EDF)(92 m3 - 1 t )","FMA-VC","F3-2-02"
362,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de boues et concentrats cimentés - Fûts métalliques  (CEA/DAM/Valduc)(0,82 m3 - 1 t )","FMA-VC","F3-6-02"
363,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de boues et résidus divers cimentés - Fûts métalliques (amont du cycle)(0,205 m3 - 1 t )","FMA-VC","F3-1-01"
364,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de cendres de minéralisation de solvant cimentées - Fûts métalliques (AREVA/La Hague)(1,8 m3 - 1 t )","FMA-VC","F3-3-02"
365,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","""Colis de déchets de """"petits producteurs"""" - Caissons métalliques(20,3 m3 - 1 t )""","FMA-VC","F3-9-01"
366,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de déchets d'exploitation cimentés - Fûts métalliques (AREVA/Pierrelatte)(1,575 m3 - 1 t )","FMA-VC","F3-1-03"
367,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de déchets solides - Caissons métalliques (CEA/DAM/Valduc)(28,42 m3 - 1 t )","FMA-VC","F3-6-03"
368,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de déchets solides - Caissons métalliques (centres CEA)(136,64 m3 - 1 t )","FMA-VC","F3-5-06"
369,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de déchets solides - Caissons métalliques (Défense)(4,06 m3 - 1 t )","FMA-VC","F3-6-04"
370,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de déchets solides - Caissons métalliques (SOCODEI)(8,12 m3 )","FMA-VC","F3-7-04"
371,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de déchets solides - Fûts métalliques (CEA/Saclay et Cadarache)(2,229 m3 - 1 t )","FMA-VC","F3-5-05"
372,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de déchets solides- Caissons Métalliques (AREVA/La Hague)(8,12 m3 - 1 t )","FMA-VC","F3-3-13"
373,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de déchets solides d'exploitation - Caissons métalliques (Marcoule)(8,12 m3 - 1 t )","FMA-VC","F3-4-02"
374,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de déchets solides d'exploitation - Conteneurs béton-fibres C1 (AREVA/La Hague)(6,6 m3 - 1 t )","FMA-VC","F3-3-10"
375,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de déchets solides d'exploitation - Conteneurs béton-fibres C2 (AREVA/La Hague)(18,88 m3 - 1 t )","FMA-VC","F3-3-11"
376,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de déchets solides d'exploitation - Conteneurs béton-fibres CBF-K (AREVA/La Hague)(14,7 m3 - 1 t )","FMA-VC","F3-3-12"
377,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de déchets solides d'exploitation - Fûts métalliques C0  (AREVA/La Hague)(0,9 m3 - 1 t )","FMA-VC","F3-3-04"
378,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de déchets solides d'exploitation - Fûts métalliques C0 (Marcoule)(1,35 m3 - 1 t )","FMA-VC","F3-4-01"
379,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de déchets solides d'exploitation (avec ou sans fûts de bitume) - Caissons béton-fibres (Marcoule)(34,3 m3 - 1 t )","FMA-VC","F3-4-03"
380,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de déchets solides d'exploitation et de démantèlement - Caissons métalliques (EDF)(32,86 m3 - 1 t )","FMA-VC","F3-2-15"
381,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de filtres et déchets irradiants cimentés - Coques en béton (EDF)(58,45 m3 - 1 t )","FMA-VC","F3-2-05"
382,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de résidus d'incinération cimentés - Fûts métalliques  (SOCODEI)(26,16 m3 )","FMA-VC","F3-7-01"
383,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de résines échangeuses d'ions - Conteneurs béton-fibres (AREVA/La Hague)(4,72 m3 - 1 t )","FMA-VC","F3-3-01"
384,"Déchets entreposés en attente de traitement ou stockage","L'activité est calculée au 31.12.2016","Colis de résines échangeuses d'ions enrobées dans un polymère - Coques en béton (EDF)(51,23 m3 - 1 t )","FMA-VC","F3-2-03"
